,ts_code,chairman,manager,secretary,reg_capital,setup_date,province
1903,002602.SZ,王苗通,王一锋,郦冰洁,745255.6968,20051031,浙江
1904,603328.SH,李永强,李永强,林海,99844.2611,20000302,广东
1905,300280.SZ,姚小欣,LIXIANG(李想),姚小欣,16206.5744,20020321,江苏
1906,002791.SZ,白宝鲲,白宝鲲,殷建忠,32154.0,20030626,广东
1907,601368.SH,黄东海,徐斌元,许雪菁,88297.3077,20060914,广西
1908,002774.SZ,罗爱文,罗爱明,何志民,33929.09,19980916,广东
1909,603099.SH,王昆,王昆,王昆,26667.0,20101208,吉林
1910,300358.SZ,唐岳,唐岳,周飞跃,46788.7363,20021108,湖南
1911,603090.SH,钮法清,钮法清,龚少平,10000.0,20001225,江苏
1912,300534.SZ,康海军,康永红,元勤辉,30334.5,20020603,甘肃
1913,002867.SZ,周宗文,周宗文,何小林,73081.5601,20071015,广东
1914,603698.SH,唐国宏,姜从斌,徐京辉,53599.0,20070622,北京
1915,688077.SH,熊永飞,熊永飞,董学春,8000.0,20031104,安徽
1916,300285.SZ,张曦,张兵,许少梅,96334.1059,20050421,山东
1917,002835.SZ,郭立志,郭立志,谷宁,21972.5865,20041222,广东
1918,603007.SH,肖姣君,肖姣君,肖杰俊,33517.32,20030415,江苏
1919,002658.SZ,敖小强,敖小强,魏鹏娜,60489.899,20010924,北京
1920,603920.SH,佘英杰,佘英杰,尹嘉亮,40949.52,20050511,广东
1921,688036.SH,竺兆江,竺兆江,杨宏,80000.0,20130821,广东
1922,002842.SZ,陈启丰,陈伟东,李盛意,27363.9678,19970417,广东
1923,603657.SH,陈正明,陈凯,王胜永,13440.0,20000711,浙江
1924,688256.SH,陈天石,陈天石,叶淏尹,40010.0,20160315,北京
1925,300403.SZ,石华山,石华山,石胜美,60300.0,20021126,广东
1926,688022.SH,蔡昌蔚,蔡昌蔚,唐高哲,10800.0,20121116,江苏
1927,300735.SZ,唐建兴,唐建兴,徐宇晟,77462.112,19950324,广东
1928,600996.SH,李巍,李巍,黄宗文,105169.9766,20080326,贵州
1929,603722.SH,朱学军,朱学军,常俊,8793.75,19990708,江苏
1930,300670.SZ,陈杰,曾治,陈杰,31589.0479,20111221,江苏
1931,300439.SZ,邹炳德,邹继华,熊慧萍,34299.982,20030722,浙江
1932,002699.SZ,袁贤苗,袁贤苗,石丹锋,90957.2725,20020603,浙江
1933,002543.SZ,叶远璋,卢宇聪,卢宇凡,74360.0,20031229,广东
1934,300607.SZ,吴丰礼,吴丰礼,全衡,26584.8006,20070601,广东
1935,300817.SZ,周引春,周引春,浦四金,10106.4,20000815,浙江
1936,300863.SZ,林光耀,林光耀,蔡悦畅,5523.0,20040305,浙江
1937,002662.SZ,李璟瑜,李璟瑜,鲍丽娜,150000.0,20020703,北京
1938,002796.SZ,王娟,韩惠明,姚跃文,25242.6948,19900420,江苏
1939,605168.SH,钱俊冬,钱俊冬,李达,6906.67,20030813,陕西
1940,603881.SH,罗岚,曾犁,林丽霞,23494.7998,20091118,上海
1941,300530.SZ,蔡志华,蔡志华,郑开颜,15841.35,20021212,广东
1942,603053.SH,罗龙,车德臣,熊莉娜,88889.0,19860411,四川
1943,300385.SZ,杨建平,胡建民,汪崇标,33314.5932,20010212,江苏
1944,002802.SZ,项洪伟,项洪伟,李专元,10834.65,20010328,江苏
1945,600936.SH,谢向阳,罗勇,张超,167102.6239,20000316,广西
1946,300586.SZ,黄伟汕,张朝益,段文勇,45600.0,20000620,广东
1947,300572.SZ,贺宪宁,贺宪宁,李云彬,19364.112,20060806,广东
1948,603353.SH,赵忠,赵忠,曾跃,13338.0,20050718,湖南
1949,603001.SH,王振滔,王进权,翁衡,40098.0,20011112,浙江
1950,688158.SH,季昕华,季昕华,桂水发,42253.2164,20120316,上海
1951,300335.SZ,马革,马革,陈燕芳,36292.218,19960716,广东
1952,300570.SZ,张致民,张艺明,蔡波,22999.68,20001212,广东
1953,300411.SZ,王淼根,王淼根,管美丽,45635.0089,20051228,浙江
1954,603711.SH,蒋建琪,蒋建琪,邹勇坚,41817.11,20050812,浙江
1955,603088.SH,郑良才,李永坚,刘明君,21952.0,20020815,浙江
1956,603302.SH,黄尚渭,蔡水源,卢海兰,36030.24,20040305,山东
1957,300217.SZ,谭荣生,谭伟,孙汉武,127349.3706,20000202,江苏
1958,688519.SH,包秀银,张东,张柳,23440.0,20000627,上海
1959,300287.SZ,杨振华,杨振华,许莉,143527.3808,20021016,北京
1960,003007.SZ,袁隽,金建林,饶燕,8000.0,20081128,北京
1961,603955.SH,许峰,许峰,邹杰,13572.0,19881026,江苏
1962,002766.SZ,盛家方,肖行亦,凌志云,42175.4014,19971017,广东
1963,300720.SZ,郑锦康,郑锦康,林锦荣,10800.0,20040826,广东
1964,300470.SZ,赵其春,何方,陈虹,19669.21,19930929,四川
1965,002627.SZ,江永,谢普乐,胡军红,56780.6244,19980810,湖北
1966,300422.SZ,宋海农,宋海农,李成琪,40571.174,19990413,广西
1967,603050.SH,张成锁,屈国旺,宋建玲,16222.45,20000212,河北
1968,300781.SZ,王建朝,李明,王明子,8454.142,20020909,广东
1969,002777.SZ,连春华,连春华,杨成文,31402.3876,20081124,四川
1970,603608.SH,李林,倪兼明,杨璐,43006.5867,20040409,广东
1971,603708.SH,王培桓,王培桓,周承生,60840.0,19810616,山东
1972,603843.SH,张海明,张海明,马富昕,56000.42,19960318,青海
1973,002781.SZ,余少雄,余少雄,何定涛,22500.0,19950512,广东
1974,300343.SZ,王宪东,,李洪国,117511.2162,20030129,山东
1975,300796.SZ,陈峰,钟锡君,李晓博,12115.0,20030331,浙江
1976,002880.SZ,张战,张战,张信,16200.0,19860407,广东
1977,300426.SZ,吴宏亮,吴宏亮,古元峰,41891.9,20061030,浙江
1978,300657.SZ,李强,李奎,宋钦,34173.7156,20030908,福建
1979,002578.SZ,詹晓华,黄长远,傅孙明,98809.3296,19970915,福建
1980,300480.SZ,赵彤宇,赵彤宇,曹伟,24934.381,19940122,河南
1981,300645.SZ,陈坚,陈坚,周军辉,12666.6667,20000313,浙江
1982,300249.SZ,张菀,张菀,李华楠,43747.0194,20020912,四川
1983,002238.SZ,郑鼎文,张育民,林杨,80255.916,19950718,广东
1984,002247.SZ,陈智剑,,魏晓静,85087.0049,20000118,浙江
1985,002176.SZ,梁云,梁云,闵银章,170632.5581,19950511,江西
1986,002237.SZ,曲胜利,曲胜利,夏晓波,91040.0,19940218,山东
1987,300310.SZ,钟飞鹏,孙建军,吴伟生,88165.8531,20011009,广东
1988,601311.SH,刘长来,夏诗忠,余爱华,112169.6053,19940702,湖北
1989,002423.SZ,孙彦敏,孙彦敏,姜正华,230410.5575,20041229,河南
1990,300024.SZ,曲道奎,曲道奎,赵立国,156023.9617,20000430,辽宁
1991,002249.SZ,鲁楚平,徐海明,刘博,236553.0164,20001023,广东
1992,002256.SZ,蔡继中,蔡继中,刘公直,188241.1872,19951220,广东
1993,002161.SZ,陈光珠,陈光珠,马琳,73975.74,19991221,广东
1994,002230.SZ,刘庆峰,刘庆峰,江涛,219787.2917,19991230,安徽
1995,002295.SZ,卫国,卫国,吉天翊,25061.6,19990728,广东
1996,002182.SZ,梅小明,梅小明,吴剑飞,64642.2538,19931130,江苏
1997,002184.SZ,许泓,郭孟榕,吴秋农,23939.3449,19940315,上海
1998,002205.SZ,李鸿杰,马军民,王出,18584.3228,20010830,新疆
1999,300203.SZ,丁建萍,孙越,田昆仑,45251.74,20020104,浙江
2000,300169.SZ,吴海宙,徐奕,许冬冬,32598.434,19980727,江苏
2001,603629.SH,邵树伟,邵树伟,施佶,10000.0,19801125,江苏
2002,688301.SH,顾铁,顾铁,邱敏,7254.78,20110307,上海
2003,300468.SZ,周志群,李琳,李琳,28329.9055,20031121,广东
2004,603863.SH,王壮鹏,蔡建涛,林指南,20589.4,20080928,广东
2005,300690.SZ,王庆华,姚建美,马骏,11092.8979,20000306,山东
2006,300652.SZ,沈仁荣,沈仁荣,陆莎莎,8800.0,20021120,浙江
2007,002281.SZ,余少华,胡广文,毛浩,69734.7918,20010122,湖北
2008,601088.SH,王祥喜,杨吉平,黄清,1988962.0455,20041108,北京
2009,002224.SZ,吴琼瑛,吴琼瑛,郭利军,72954.4004,20021111,浙江
2010,002219.SZ,王伟,吕东明,曹维,186523.643,20010930,甘肃
2011,601999.SH,杨建军,陈闯,费宏伟,55091.47,20060829,辽宁
2012,002198.SZ,陈建宁,宋稚牛,徐胜利,50750.9848,20030307,广东
2013,002360.SZ,张云升,邬庆文,邬庆文,39151.26,20010610,山西
2014,002179.SZ,郭泽义,李森,刘阳,110088.3678,20021231,河南
2015,002196.SZ,顾一峰,张敏,牟健,46869.493,20011220,浙江
2016,002241.SZ,姜滨,姜龙,贾军安,324510.3948,20010625,山东
2017,603179.SH,唐志华,唐志华,高海龙,30941.0476,20010428,江苏
2018,601811.SH,何志勇,李强,游祖刚,123384.1,20050611,四川
2019,603829.SH,谈行,臧文明,邵家旭,16000.0,20100930,江苏
2020,603012.SH,石华辉,单兆禄,常玉林,63656.0,20030927,上海
2021,603689.SH,贾化斌,姚礼进,朱磊,33600.0,20030214,安徽
2022,603087.SH,甘忠如,都凯,邹蓉,56154.0,19980617,北京
2023,300373.SZ,梁勤,王文信,梁瑶,47211.6893,20060802,江苏
2024,002202.SZ,武钢,曹志刚,马金儒,422506.7647,20010326,新疆
2025,002162.SZ,李慈雄,李慈雄,程梅,85377.5,19930608,上海
2026,002270.SZ,肖毅,肖毅,雷纯立,75923.913,20020819,山东
2027,002446.SZ,杨华,杨华,陈嘉,89972.2717,19981223,广东
2028,002269.SZ,胡佳佳,胡佳佳,胡周斌,251250.0,20001206,上海
2029,002245.SZ,CHEN KAI,CHEN KAI,林文华,98131.501,20020930,江苏
2030,002242.SZ,王旭宁,杨宁宁,王旭宁,76716.9,20020708,山东
2031,002177.SZ,谭骅,谭骅,周用芳,76119.1294,20010426,广东
2032,601231.SH,陈昌益,魏镇炎,史金鹏,218128.333,20030102,上海
2033,300792.SZ,林振宇,林振宇,张帆,14425.02,20120406,浙江
2034,300543.SZ,陈静,陈静,罗斌,20627.97,20011120,广东
2035,300688.SZ,牛文文,牛文文,张东,9520.0,20111116,北京
2036,603605.SH,侯军呈,方玉友,张叶峰,20126.956,20060524,浙江
2037,002386.SZ,罗云,廖周荣,何波,78085.7017,19940101,四川
2038,002169.SZ,陈谨,陈谨,曹承锋,78779.1994,19990409,广东
2039,002163.SZ,朱强华,刘宝,周军,80355.0,19950622,广东
2040,002255.SZ,徐元生,徐元生,张郭一,84227.1055,20000118,江苏
2041,002174.SZ,林奇,林奇,许彬,91581.1338,19950922,福建
2042,002164.SZ,宋济隆,宋和涛,许行,53217.3689,19980608,浙江
2043,002509.SZ,杨美桂,张充,周强,249249.2696,20021213,福建
2044,002474.SZ,鲁峰,鲁峰,万孝雄,62220.0,19931022,福建
2045,601933.SH,张轩松,李国,张经仪,951628.5608,20010413,福建
2046,603636.SH,吴志雄,吴志雄,吴丽卿,59079.3578,20021018,福建
2047,603801.SH,孙志勇,许帮顺,蔡成武,22333.336,20050404,安徽
2048,603530.SH,马斌,马斌,季清辉,40004.449,19960829,江苏
2049,603321.SH,钱雪林,钱雪林,郭晓军,30700.0,20000523,浙江
2050,300370.SZ,许永良,张磊,许永良,95714.6344,19980917,北京
2051,300213.SZ,林菁,林菁,郑文,59550.6888,19950126,北京
2052,603020.SH,魏中浩,魏中浩,孔史杰,32000.0,19950628,上海
2053,002763.SZ,吕兴平,吕兴平,邹燕,41144.0,20070829,广东
2054,002253.SZ,游志胜,张自力,吴俊杰,22562.6095,19940604,四川
2055,002246.SZ,邓维平,邓维平,商红,54903.4794,20020823,四川
2056,002234.SZ,孙希民,孙宪法,张东明,30204.6632,19970526,山东
2057,002195.SZ,陈于冰,陈于冰,邱俊祺,572484.7663,19890407,上海
2058,300598.SZ,王继平,刘冰冰,王锟,10545.2239,20060901,江苏
2059,603058.SH,邓代兴,李秀玉,余根潇,41907.44,19970312,贵州
2060,300338.SZ,江勇,赵君,彭民,34328.9092,20000329,湖南
2061,688060.SH,高南,高南,姜金良,6000.0,20100312,江苏
2062,300641.SZ,曹正国,曹正国,胡国忠,48960.0,20070123,江苏
2063,300583.SZ,米奇,米奇,李璐,10778.3667,20100119,山东
2064,002147.SZ,虞江威,虞江威,杨畅生,182807.6415,20030725,安徽
2065,002397.SZ,姜天武,黄惠华,李军,75826.1443,19810409,湖南
2066,002194.SZ,杨红,夏勇,彭娜,67633.9106,19891020,湖北
2067,002272.SZ,罗永忠,罗永忠,李想,42999.8,19970912,四川
2068,603589.SH,徐进,徐进,徐钦祥,60000.0,20021226,安徽
2069,300009.SZ,宋礼华,宋礼华,李坤,136538.7965,20000928,安徽
2070,002361.SZ,刘志坚,刘志坚,吴昌国,83757.4116,20020418,安徽
2071,300825.SZ,宣奇武,张立强,林玲,30565.8743,20070523,北京
2072,688595.SH,卢国建,卢国建,黄昌福,10000.0,20030927,广东
2073,300745.SZ,吴壬华,吴壬华,罗丽芳,11451.2352,20050111,广东
2074,688133.SH,张庆,张庆,定高翔,5718.6645,20071018,上海
2075,002267.SZ,刘宏波,陈东生,毕卫,111207.5445,19950120,陕西
2076,601668.SH,周乃翔,郑学选,薛克庆,4196507.1511,20071210,北京
2077,002157.SZ,林峰,林峰,祝建霞,250899.2315,19960926,江西
2078,002257.SZ,李立本,林必清,陈卫忠,10308.0,20000621,浙江
2079,002218.SZ,陈五奎,杨国强,龚艳平,123634.2104,20020815,广东
2080,002175.SZ,张群,张群,王宋琪,75377.8212,19890626,广西
2081,002275.SZ,邹节明,王许飞,邹洵,59020.0,19940223,广西
2082,002266.SZ,孙毅,潘承东,房振武,536979.5962,20040326,浙江
2083,002171.SZ,姜纯,姜纯,王刚,133366.7825,20051221,安徽
2084,603733.SH,王敏良,王敏良,王昱哲,70597.2266,20011219,浙江
2085,300068.SZ,王海光,朱保义,曲艺,85974.0893,19971208,浙江
2086,300111.SZ,曹阳,施华新,李岚,111980.0,20050321,浙江
2087,002488.SZ,孙锋峰,孙锋峰,倪永华,100093.0757,19960624,浙江
2088,002440.SZ,阮静波,徐万福,刘波平,115050.0,19980514,浙江
2089,002883.SZ,陈凤军,陈凤军,孙家骏,13025.7852,19870820,江苏
2090,300375.SZ,张洪起,张宝新,魏泉胜,71112.3166,19881024,天津
2091,300474.SZ,曾万辉,曾万辉,廖凯,30124.8278,20060405,湖南
2092,002214.SZ,庞惠民,庞惠民,范奇,45866.6666,20010719,浙江
2093,002235.SZ,张杰,张杰,陈文坚,58058.6284,19980914,福建
2094,002288.SZ,梁宏,梁宏,张士宝,93164.3744,19991029,广东
2095,002180.SZ,汪东颖,严伟,张剑洲,106334.9999,19911127,广东
2096,002304.SZ,王耀,钟雨,丛学年,150698.8,20021227,江苏
2097,002189.SZ,王志亮,李智超,李宗杰,26256.8166,19950405,河南
2098,601399.SH,韩晓军,王平,刘华学,726826.3664,20011230,四川
2099,002223.SZ,吴光明,吴群,陈坚,100247.6929,19981022,江苏
2100,002674.SZ,吴华春,孙辉永,吴美莉,29186.2944,19921214,福建
2101,300056.SZ,王光辉,徐秀丽,张琳波,38549.0443,20010323,福建
2102,300161.SZ,陈吉红,田茂胜,田茂胜,17276.5551,19941018,湖北
2103,002123.SZ,余文胜,徐刚,朱雯雯,81575.0735,19981119,辽宁
2104,601007.SH,李茜,金美成,王浩,30000.0,20021230,江苏
2105,002125.SZ,谭新乔,张迎春,汪咏梅,62948.1713,20000930,湖南
2106,002197.SZ,曾胜强,曾胜强,傅德亮,51515.6948,19930904,广东
2107,002151.SZ,周儒欣,周儒欣,潘国平,49134.1172,20000925,北京
2108,002156.SZ,石明达,石磊,蒋澍,115370.4572,19940204,江苏
2109,601918.SH,陈培,杨伯达,戴斐,259054.18,19971201,安徽
2110,002262.SZ,孙彭生,孙家权,段保州,101909.5111,19990329,江苏
2111,002259.SZ,赖旭日,陆昊,施运奇,75232.8267,19950309,四川
2112,002233.SZ,何坤皇,何坤皇,曾皓平,119227.5016,19950629,广东
2113,002243.SZ,贺臻,贺臻,于喆,121060.4219,19950714,广东
2114,002563.SZ,邱光和,徐波,宗惠春,269853.61,20020205,浙江
2115,688336.SH,LOU JING,肖卫红,刘彦丽,61621.1413,20020125,上海
2116,002605.SZ,姚朔斌,姚朔斌,卞大云,40166.7237,19890913,上海
2117,002121.SZ,饶陆华,刘标,黄幼平,140834.9147,19960812,广东
2118,002126.SZ,徐小敏,夏军,陈敏,79209.5104,19990310,浙江
2119,002122.SZ,武剑飞,武剑飞,武宁,118800.0,20021118,浙江
2120,002129.SZ,沈浩平,沈浩平,秦世龙,303292.6542,19881221,天津
2121,601139.SH,李真,张小东,杨玺,287676.7544,19960430,广东
2122,002155.SZ,王选祥,陈建权,王文松,120203.9474,20001226,湖南
2123,002178.SZ,潘晖,潘晖,唐文妍,71215.3001,20011204,上海
2124,002236.SZ,傅利泉,傅利泉,WU JIAN(吴坚),300327.613,20010312,浙江
2125,002188.SZ,周鑫,蒋中瀚,蒋中瀚,29253.8575,20021120,浙江
2126,002173.SZ,陈海军,马建建,马韬,45485.6365,20030930,浙江
2127,002225.SZ,刘百宽,曹阳,彭艳鸣,103375.8779,20020128,河南
2128,002769.SZ,陈书智,张云,倪伟雄,37331.8054,20051219,广东
2129,002340.SZ,许开华,许开华,欧阳铭志,478442.7057,20011228,广东
2130,002547.SZ,袁静,王凯,彭琳霞,112805.7168,20010925,江苏
2131,002715.SZ,杨海坤,张福如,张福如,13800.0,19710510,广东
2132,002143.SZ,吴冰,吴冰,吴冰,176983.4184,20030822,四川
2133,002443.SZ,孙进峰,沈淦荣,蔡超,52053.552,20020731,浙江
2134,002743.SZ,曹靖,曹靖,叶青,33632.588,20041216,安徽
2135,002222.SZ,陈辉,陈秋华,蔡德全,42750.0,20011031,福建
2136,002407.SZ,李世江,李云峰,彭超,69500.0481,19991221,河南
2137,002201.SZ,王文银,顾柔坚,曹亚伟,33246.747,19940630,江苏
2138,601898.SH,李延江,濮津,义宝厚,1325866.34,20060822,北京
2139,002260.SZ,戚勇,张文彬,陈国辉,55692.0,19930628,广东
2140,002258.SZ,尹英遂,尹英遂,刘军,52437.8017,20000726,四川
2141,002264.SZ,倪国涛,陈文杰,郭建生,68456.388,20040517,福建
2142,002419.SZ,高书林,张旭华,万颖,120030.0,19840502,广东
2143,300260.SZ,李水波,李水波,朱孟勇,22655.9307,20000712,江苏
2144,300306.SZ,潘建根,潘建根,张晓跃,27437.4306,20030521,浙江
2145,601028.SH,赖郁尘,牛磊,黄永直,78302.576,19991222,山东
2146,002127.SZ,张玉祥,张玉祥,张玉祥,245487.0403,19990712,江苏
2147,002131.SZ,王相荣,王相荣,周利明,675480.4205,20010521,浙江
2148,002132.SZ,谢晓博,谢晓龙,张召平,125649.8403,19950712,河南
2149,002371.SZ,赵晋荣,陶海虹,王晓宁,49511.6773,20010928,北京
2150,002463.SZ,吴礼淦,吴传彬,李明贵,172438.1768,19920414,江苏
2151,601126.SH,高秀环,刘志超,郗沭阳,81317.2,19940408,北京
2152,002221.SZ,周一峰,吴银龙,邵勇健,164902.2824,19960422,江苏
2153,002251.SZ,王填,王填,师茜,86390.3951,20031211,湖南
2154,002204.SZ,丛红,田长军,卫旭峰,193137.0032,19930218,辽宁
2155,002212.SZ,郑汉武,于海波,彭韶敏,116542.8229,19850830,广东
2156,002165.SZ,芮益民,芮益民,王玉生,60205.811,19940623,江苏
2157,002192.SZ,吕向阳,吕向阳,陈新华,25965.5203,19980821,广东
2158,002199.SZ,王皓,王皓,石佳霖,24344.2363,19990423,浙江
2159,300651.SZ,李春荣,李剑刚,孙军,12874.678,20040325,江苏
2160,300240.SZ,姚勤,耿昊,童少波,36555.975,19930422,江苏
2161,300137.SZ,李玉国,陈荣强,王少军,55103.255,19960706,河北
2162,002134.SZ,张太金,王忠全,林晓华,24584.9768,19880427,天津
2163,002138.SZ,袁金钰,施红阳,徐祖华,80631.8354,20000908,广东
2164,002248.SZ,连小明,王海波,李晓萌,30749.56,20020304,山东
2165,002137.SZ,陈亚妹,乔昕,朱蕾,57750.4854,19980605,广东
2166,002135.SZ,徐春祥,徐春祥,蒋建华,103440.22,20011229,浙江
2167,002209.SZ,张颂明,肖林,李春燕,19524.405,19981218,广东
2168,002467.SZ,李小龙,梁京,李波,136192.4423,19991216,北京
2169,002274.SZ,朱郁健,胡波,卢龙,95236.4646,19791215,江苏
2170,002273.SZ,林敏,王震宇,熊波,121768.8332,20020802,浙江
2171,002396.SZ,黄奕豪,阮加勇,刘万里,58328.0278,19961111,福建
2172,002490.SZ,刘云龙,刘云龙,赵晓潼,79784.84,20011230,山东
2173,002329.SZ,黄嘉棣,陈易一,王婉芳,83764.0035,20010531,广西
2174,300086.SZ,洪江游,洪江涛,林德新,45000.0,19940120,海南
2175,002339.SZ,王良,严中华,姚斌,51180.48,20000810,山东
2176,002533.SZ,吴学愚,周祖勤,邓绍坤,73456.6277,20040524,湖南
2177,002152.SZ,黄跃珍,叶子瑜,钟勇,240899.3951,19990708,广东
2178,002150.SZ,柳振江,柳振江,蔡岚,35651.7053,20021028,江苏
2179,002133.SZ,王轶磊,江利雄,华欣,77414.4175,20001204,浙江
2180,002136.SZ,姚程,董泽友,王先龙,21502.0,19940311,安徽
2181,002158.SZ,余昱暄,廖植生,邱玉英,53502.8782,19980107,上海
2182,002231.SZ,李继芳,白利海,白利海,35680.0,20001221,辽宁
2183,002183.SZ,周国辉,周国辉,夏镔,212269.7819,19971110,广东
2184,002208.SZ,王晓毅,陈奇梅,田峰,80329.1894,19990907,安徽
2185,002215.SZ,高焕森,高焕森,莫谋钧,91407.6384,19990918,广东
2186,603861.SH,胡德兆,胡明聪,胡德兆,44181.7652,19890705,广东
2187,603267.SH,郑红,刘辰,邢杰,23147.6,20011206,北京
2188,300038.SZ,张志勇,Limin Wu(武利民),陈鹏,117182.7123,20040910,北京
2189,002128.SZ,刘建平,陈建国,温泉,192157.3493,20011218,内蒙古
2190,002130.SZ,周文河,王宏晖,王占君,125892.7062,19980619,广东
2191,002250.SZ,王萍,王萍,陈飞彪,92324.6256,19980914,浙江
2192,002113.SZ,江峰,曾飞,梁萍,151054.7023,19890402,湖南
2193,002185.SZ,肖胜利,李六军,常文瑛,274000.3774,20031225,甘肃
2194,002271.SZ,李卫国,张志萍,张蓓,156978.4697,19980330,北京
2195,002268.SZ,卿昱,王忠海,刘志惠,83833.6028,19980423,四川
2196,002193.SZ,邱亚夫,杜元姝,徐长瑞,26171.555,19931228,山东
2197,002240.SZ,周祎,邓伟军,姚婧,74393.4058,20011229,广东
2198,002252.SZ,陈杰,陈杰,刘峥,674078.7907,19881029,上海
2199,002265.SZ,谢力,董绍杰,王家兴,31856.6172,19970318,云南
2200,002186.SZ,白凡,周延龙,唐颖,30846.3955,19940616,北京
2201,002166.SZ,秦本军,秦本军,罗华阳,56521.474,20001128,广西
2202,300200.SZ,王子平,王子平,史向前,42622.9073,19990722,北京
2203,002437.SZ,王东绪,隆万程,王禹,219812.295,20000327,黑龙江
2204,603002.SH,林瑞荣,江胜宗,陈义华,61441.17,19950928,广东
2205,002170.SZ,黄培钊,黄培钊,郑宇,88686.2627,19890721,广东
2206,300448.SZ,雷洪文,雷洪文,陈翩,69282.7736,20010308,广东
2207,601137.SH,谢识才,张明,王永生,79004.4972,19940122,浙江
2208,300862.SZ,钱江,钱江,张海燕,13186.993,20011228,安徽
2209,002254.SZ,宋西全,迟海平,董旭海,65005.3843,19930520,山东
2210,002160.SZ,张平,朱明,王庆营,79558.1976,20021227,江苏
2211,002391.SZ,于国权,孙霞林,马长庆,66031.6481,20010104,江苏
2212,002210.SZ,费益昭,费益昭,徐志军,165288.0386,19980709,广东
2213,002228.SZ,许晓光,许晓光,康春华,116954.8684,19930517,福建
2214,002544.SZ,吉树新,吉树新,叶桂梁,57671.1687,19941119,广东
2215,002227.SZ,廖晓霞,廖晓霞,吴云虹,22059.74,19980220,广东
2216,002244.SZ,戚金兴,朱慧明,李渊,311144.389,19960822,浙江
2217,002239.SZ,张永明,丁涛,窦海涛,313135.9417,20020613,江苏
2218,600609.SH,刘同富,许晓敏,孙学龙,131120.0558,19840514,辽宁
2219,600610.SH,马建国,解田,胡家胜,107127.4605,19920622,上海
2220,600611.SH,杨国平,杨国平,贾惟姈,236412.2864,19940606,上海
2221,600612.SH,石力华,黄骅,邱建敏,52311.7764,19921111,上海
2222,600613.SH,张芝庭,冯斌,吴克兢,53407.1628,19920722,上海
2223,600614.SH,侯林,宋雪云,侯林,175277.3758,19930118,吉林
2224,600677.SH,余德海,余德海,吴从曙,52179.17,19900611,浙江
2225,600678.SH,熊记锋,熊记锋,杨业,34899.0,19880907,四川
2226,600679.SH,周永超,郭建新,刘峰,40219.8947,19931229,上海
2227,600680.SH,赵威,赵威,赵威,38222.5337,19941209,上海
2228,600681.SH,王东海,傅志峰,韩啸,144274.031,19920318,湖北
2229,600783.SH,陈磊,刘伯哲,王晶,74435.9294,19931120,山东
2230,600784.SH,张禹良,刘月新,孟祥波,56817.7846,19930911,山东
2231,600785.SH,曲奎,马卫红,李宝生,22563.128,19970103,宁夏
2232,600786.SH,张晓仑,吴焕琪,田月华,40141.5244,19890106,四川
2233,600373.SH,赵东亮,吴涤,毛剑波,135506.3719,19981130,江西
2234,600376.SH,李岩,潘刚升,王怡,257956.5242,19931229,北京
2235,600377.SH,孙悉斌,成晓光,姚永嘉,503774.75,19920801,江苏
2236,600378.SH,胡冬晨,杨茂良,刘政良,91722.9657,19990805,四川
2237,600379.SH,刘武周,胡唯,原瑞涛,33020.1564,19971231,陕西
2238,600682.SH,翟凌云,张轩,许光兴,134613.2221,19910514,江苏
2239,600683.SH,魏怡,高一轩,贾卫平,74077.7597,19920908,浙江
2240,600684.SH,张研,答恒诚,覃宪姬,85346.0723,19921223,广东
2241,600685.SH,韩广德,陈利平,李志东,141350.6378,19941021,广东
2242,600686.SH,陈建业,吴文彬,刘湘玫,71704.7417,19961018,福建
2243,600702.SH,蒲吉洲,蒲吉洲,张伟,33664.4,19961109,四川
2244,600703.SH,林志强,林科闯,李雪炭,447934.1308,19930327,湖北
2245,600704.SH,王挺革,宋宏炯,廖建新,506218.204,19921231,浙江
2246,600705.SH,录大恩,赵宏伟,王晓峰,891997.4627,19920724,黑龙江
2247,600706.SH,杨进,杨涛,高艳,21541.161,19921030,陕西
2248,600787.SH,梁伟华,赵晓宏,彭曦德,219980.1033,19970108,天津
2249,600788.SH,柳宇宁,彭钢,李元维,108663.9425,19961226,陕西
2250,600789.SH,彭欣,彭欣,田立新,88022.9735,19930215,山东
2251,600790.SH,葛梅荣,虞伟强,张伟夫,146579.0928,19930426,浙江
2252,600791.SH,周建裕,王怀龙,于进,45288.0,19970401,北京
2253,600380.SH,朱保国,邱庆丰,赵凤光,194753.7633,19921218,广东
2254,600381.SH,张雪峰,张雪峰,陈定,58706.0741,19980828,青海
2255,600382.SH,彭胜,张文东,欧阳璟,78893.3815,19940421,广东
2256,600383.SH,凌克,黄俊灿,徐家俊,451458.3572,19880120,广东
2257,600385.SH,林云,林云,杨继座,14810.7148,19920603,山东
2258,600386.SH,王春杰,傅世学,王婕,80640.0,19990618,北京
2259,600687.SH,邓庆生,魏成臣,张盛旺,148871.5304,19920526,甘肃
2260,600688.SH,吴海君,管泽民,黄飞,1082381.35,19930621,上海
2261,600689.SH,邹宁,刘杰,周志宇,20099.1343,19940111,上海
2262,600690.SH,梁海山,李华刚,明国珍,657956.6627,19940331,山东
2263,600707.SH,陈忠国,李淼,龙涛,358838.9732,19920729,陕西
2264,600708.SH,沈宏泽,郭强,苏朋程,222863.6743,19930104,上海
